question_id,resolution,forecast_id,stage,condition,model,info_label,position,probability
37036,0,37036-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,35
37036,0,37036-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,35
37036,0,37036-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,35
37037,1,37037-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,86
37037,1,37037-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,95
37037,1,37037-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,85
37037,1,37037-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info1,2,82
37037,1,37037-diverse_info-pro-1,deliberative,diverse_info,pro,info2,1,75
37037,1,37037-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,72
37037,1,37037-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,8
37037,1,37037-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,80
37037,1,37037-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,8
37037,1,37037-homo_full-pro-1,deliberative,homo_full,pro,full,1,90
37037,1,37037-homo_full-pro-2,deliberative,homo_full,pro,full,2,90
37037,1,37037-homo_full-pro-3,deliberative,homo_full,pro,full,3,88
37037,1,37037-homo_info-pro-1,deliberative,homo_info,pro,info1,1,90
37037,1,37037-homo_info-pro-2,deliberative,homo_info,pro,info2,2,70
37037,1,37037-homo_info-pro-3,deliberative,homo_info,pro,info3,3,85
37037,1,37037-homo_none-pro-1,deliberative,homo_none,pro,none,1,1
37037,1,37037-homo_none-pro-2,deliberative,homo_none,pro,none,2,2
37037,1,37037-homo_none-pro-3,deliberative,homo_none,pro,none,3,1
37038,1,37038-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,86
37038,1,37038-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,87
37038,1,37038-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,87
37038,1,37038-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info2,3,83
37038,1,37038-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,85
37038,1,37038-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info3,2,70
37038,1,37038-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,4
37038,1,37038-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,3
37038,1,37038-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,10
37038,1,37038-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,88
37038,1,37038-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,86
37038,1,37038-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,85
37038,1,37038-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,82
37038,1,37038-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,80
37038,1,37038-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,78
37038,1,37038-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,4
37038,1,37038-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,4
37038,1,37038-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,5
37039,1,37039-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,88
37039,1,37039-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,90
37039,1,37039-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,86
37039,1,37039-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info3,3,89
37039,1,37039-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,92
37039,1,37039-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info2,2,85
37039,1,37039-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,73
37039,1,37039-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,73
37039,1,37039-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,73
37039,1,37039-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,87
37039,1,37039-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,86
37039,1,37039-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,88
37039,1,37039-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,84
37039,1,37039-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,83
37039,1,37039-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,83
37039,1,37039-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,55
37039,1,37039-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,56
37039,1,37039-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,55
37041,0,37041-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,8
37041,0,37041-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,8
37041,0,37041-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,7
37041,0,37041-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,11
37041,0,37041-diverse_info-pro-3,deliberative,diverse_info,pro,info1,3,17
37041,0,37041-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info3,1,12
37041,0,37041-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,10
37041,0,37041-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,11
37041,0,37041-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,10
37041,0,37041-homo_full-pro-1,deliberative,homo_full,pro,full,1,6
37041,0,37041-homo_full-pro-2,deliberative,homo_full,pro,full,2,6
37041,0,37041-homo_full-pro-3,deliberative,homo_full,pro,full,3,7
37041,0,37041-homo_info-pro-1,deliberative,homo_info,pro,info1,1,3
37041,0,37041-homo_info-pro-2,deliberative,homo_info,pro,info2,2,3
37041,0,37041-homo_info-pro-3,deliberative,homo_info,pro,info3,3,5
37041,0,37041-homo_none-pro-1,deliberative,homo_none,pro,none,1,2
37041,0,37041-homo_none-pro-2,deliberative,homo_none,pro,none,2,3
37041,0,37041-homo_none-pro-3,deliberative,homo_none,pro,none,3,2
37050,0,37050-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,16
37050,0,37050-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,15
37050,0,37050-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,16
37050,0,37050-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info1,2,10
37050,0,37050-diverse_info-pro-3,deliberative,diverse_info,pro,info2,3,10
37050,0,37050-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info3,1,12
37050,0,37050-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,7
37050,0,37050-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,8
37050,0,37050-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,8
37050,0,37050-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,9
37050,0,37050-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,9
37050,0,37050-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,8
37050,0,37050-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,9
37050,0,37050-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,9
37050,0,37050-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,10
37050,0,37050-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,9
37050,0,37050-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,11
37050,0,37050-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,12
37051,0,37051-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,3
37051,0,37051-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,3
37051,0,37051-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,3
37051,0,37051-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info2,1,2
37051,0,37051-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,3
37051,0,37051-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info1,3,5
37051,0,37051-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,2
37051,0,37051-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,2
37051,0,37051-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,2
37051,0,37051-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,4
37051,0,37051-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,5
37051,0,37051-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,4
37051,0,37051-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,3
37051,0,37051-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,2.5
37051,0,37051-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,3
37051,0,37051-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,3
37051,0,37051-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,3
37051,0,37051-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,3
37052,0,37052-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,28
37052,0,37052-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,28
37052,0,37052-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,29
37052,0,37052-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info3,1,26
37052,0,37052-diverse_info-pro-3,deliberative,diverse_info,pro,info2,3,35
37052,0,37052-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info1,2,28
37052,0,37052-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,23
37052,0,37052-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,19
37052,0,37052-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,24
37052,0,37052-homo_full-pro-1,deliberative,homo_full,pro,full,1,35
37052,0,37052-homo_full-pro-2,deliberative,homo_full,pro,full,2,38
37052,0,37052-homo_full-pro-3,deliberative,homo_full,pro,full,3,42
37052,0,37052-homo_info-pro-1,deliberative,homo_info,pro,info1,1,30
37052,0,37052-homo_info-pro-2,deliberative,homo_info,pro,info2,2,28
37052,0,37052-homo_info-pro-3,deliberative,homo_info,pro,info3,3,35
37052,0,37052-homo_none-pro-1,deliberative,homo_none,pro,none,1,20
37052,0,37052-homo_none-pro-2,deliberative,homo_none,pro,none,2,25
37052,0,37052-homo_none-pro-3,deliberative,homo_none,pro,none,3,20
37218,0,37218-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,5
37218,0,37218-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,5
37218,0,37218-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,5
37218,0,37218-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info2,1,9
37218,0,37218-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,5
37218,0,37218-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info1,3,4
37218,0,37218-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,14
37218,0,37218-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,5
37218,0,37218-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,6
37218,0,37218-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,6
37218,0,37218-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,7
37218,0,37218-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,5
37218,0,37218-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,4
37218,0,37218-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,3
37218,0,37218-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,4
37218,0,37218-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,27
37218,0,37218-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,24
37218,0,37218-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,30
37221,0,37221-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,25
37221,0,37221-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,32
37221,0,37221-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,26
37221,0,37221-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info1,2,35
37221,0,37221-diverse_info-pro-1,deliberative,diverse_info,pro,info2,1,42
37221,0,37221-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,30
37221,0,37221-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,72
37221,0,37221-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,75
37221,0,37221-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,58
37221,0,37221-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,23
37221,0,37221-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,23
37221,0,37221-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,23
37221,0,37221-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,20
37221,0,37221-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,24
37221,0,37221-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,24
37221,0,37221-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,38
37221,0,37221-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,38
37221,0,37221-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,37
37225,1,37225-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,60
37225,1,37225-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,61
37225,1,37225-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,61
37225,1,37225-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info1,1,46
37225,1,37225-diverse_info-pro-3,deliberative,diverse_info,pro,info3,3,30
37225,1,37225-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info2,2,45
37225,1,37225-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,60
37225,1,37225-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,60
37225,1,37225-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,60
37225,1,37225-homo_full-pro-1,deliberative,homo_full,pro,full,1,65
37225,1,37225-homo_full-pro-2,deliberative,homo_full,pro,full,2,65
37225,1,37225-homo_full-pro-3,deliberative,homo_full,pro,full,3,65
37225,1,37225-homo_info-pro-1,deliberative,homo_info,pro,info1,1,60
37225,1,37225-homo_info-pro-2,deliberative,homo_info,pro,info2,2,68
37225,1,37225-homo_info-pro-3,deliberative,homo_info,pro,info3,3,75
37225,1,37225-homo_none-pro-1,deliberative,homo_none,pro,none,1,70
37225,1,37225-homo_none-pro-2,deliberative,homo_none,pro,none,2,68
37225,1,37225-homo_none-pro-3,deliberative,homo_none,pro,none,3,65
37230,1,37230-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,53
37230,1,37230-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,51
37230,1,37230-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,51
37230,1,37230-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info2,1,54
37230,1,37230-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,53
37230,1,37230-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info1,3,51
37230,1,37230-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,56
37230,1,37230-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,56
37230,1,37230-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,57
37230,1,37230-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,55
37230,1,37230-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,55
37230,1,37230-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,55
37230,1,37230-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,55
37230,1,37230-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,57
37230,1,37230-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,56
37230,1,37230-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,58
37230,1,37230-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,58
37230,1,37230-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,57
37231,1,37231-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,86
37231,1,37231-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,85
37231,1,37231-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,85
37231,1,37231-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info2,3,82
37231,1,37231-diverse_info-pro-1,deliberative,diverse_info,pro,info3,1,92
37231,1,37231-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info1,2,87
37231,1,37231-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,82
37231,1,37231-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,65
37231,1,37231-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,75
37231,1,37231-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,87
37231,1,37231-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,86
37231,1,37231-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,87
37231,1,37231-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,88
37231,1,37231-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,78
37231,1,37231-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,80
37231,1,37231-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,62
37231,1,37231-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,65
37231,1,37231-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,65
37232,1,37232-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,70
37232,1,37232-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,70
37232,1,37232-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,70
37232,1,37232-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,74
37232,1,37232-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,75
37232,1,37232-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,73
37232,1,37232-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,68
37232,1,37232-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,75
37232,1,37232-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,76
37232,1,37232-homo_full-pro-1,deliberative,homo_full,pro,full,1,75
37232,1,37232-homo_full-pro-2,deliberative,homo_full,pro,full,2,75
37232,1,37232-homo_full-pro-3,deliberative,homo_full,pro,full,3,75
37232,1,37232-homo_info-pro-1,deliberative,homo_info,pro,info1,1,80
37232,1,37232-homo_info-pro-2,deliberative,homo_info,pro,info2,2,80
37232,1,37232-homo_info-pro-3,deliberative,homo_info,pro,info3,3,85
37232,1,37232-homo_none-pro-1,deliberative,homo_none,pro,none,1,9
37232,1,37232-homo_none-pro-2,deliberative,homo_none,pro,none,2,7
37232,1,37232-homo_none-pro-3,deliberative,homo_none,pro,none,3,10
37233,0,37233-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,45
37233,0,37233-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,40
37233,0,37233-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,42
37233,0,37233-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info2,3,33
37233,0,37233-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,35
37233,0,37233-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info1,1,35
37233,0,37233-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,32
37233,0,37233-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,30
37233,0,37233-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,32
37233,0,37233-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,32
37233,0,37233-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,32
37233,0,37233-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,27
37233,0,37233-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,27
37233,0,37233-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,30
37233,0,37233-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,29
37233,0,37233-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,26
37233,0,37233-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,24
37233,0,37233-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,20
37236,1,37236-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,68
37236,1,37236-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,45
37236,1,37236-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,58
37236,1,37236-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info3,3,78
37236,1,37236-diverse_info-pro-1,deliberative,diverse_info,pro,info2,1,10
37236,1,37236-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info1,2,70
37236,1,37236-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,55
37236,1,37236-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,50
37236,1,37236-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,46
37236,1,37236-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,35
37236,1,37236-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,38
37236,1,37236-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,35
37236,1,37236-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,60
37236,1,37236-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,35
37236,1,37236-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,28
37236,1,37236-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,50
37236,1,37236-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,52
37236,1,37236-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,52
37237,1,37237-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,20
37237,1,37237-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,10
37237,1,37237-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,22
37237,1,37237-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info3,3,30
37237,1,37237-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,15
37237,1,37237-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info2,2,20
37237,1,37237-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,55
37237,1,37237-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,48
37237,1,37237-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,52
37237,1,37237-homo_full-pro-1,deliberative,homo_full,pro,full,1,3
37237,1,37237-homo_full-pro-2,deliberative,homo_full,pro,full,2,4
37237,1,37237-homo_full-pro-3,deliberative,homo_full,pro,full,3,4
37237,1,37237-homo_info-pro-1,deliberative,homo_info,pro,info1,1,5
37237,1,37237-homo_info-pro-2,deliberative,homo_info,pro,info2,2,10
37237,1,37237-homo_info-pro-3,deliberative,homo_info,pro,info3,3,5
37237,1,37237-homo_none-pro-1,deliberative,homo_none,pro,none,1,75
37237,1,37237-homo_none-pro-2,deliberative,homo_none,pro,none,2,75
37237,1,37237-homo_none-pro-3,deliberative,homo_none,pro,none,3,75
37238,1,37238-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,40
37238,1,37238-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,45
37238,1,37238-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,30
37238,1,37238-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,56
37238,1,37238-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,58
37238,1,37238-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,46
37238,1,37238-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,25
37238,1,37238-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,25
37238,1,37238-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,23
37238,1,37238-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,38
37238,1,37238-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,40
37238,1,37238-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,42
37238,1,37238-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,40
37238,1,37238-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,42
37238,1,37238-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,46
37238,1,37238-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,27
37238,1,37238-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,26
37238,1,37238-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,25
37242,0,37242-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,13
37242,0,37242-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,12
37242,0,37242-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,16
37242,0,37242-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info2,3,18
37242,0,37242-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,15
37242,0,37242-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info3,2,19
37242,0,37242-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,12
37242,0,37242-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,15
37242,0,37242-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,17
37242,0,37242-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,15
37242,0,37242-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,16
37242,0,37242-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,15
37242,0,37242-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,15
37242,0,37242-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,10
37242,0,37242-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,15
37242,0,37242-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,23
37242,0,37242-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,24
37242,0,37242-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,24
37249,1,37249-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,15
37249,1,37249-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,16
37249,1,37249-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,16
37249,1,37249-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info1,2,12
37249,1,37249-diverse_info-pro-1,deliberative,diverse_info,pro,info3,1,12
37249,1,37249-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info2,3,18
37249,1,37249-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,3
37249,1,37249-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,3
37249,1,37249-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,9
37249,1,37249-homo_full-pro-1,deliberative,homo_full,pro,full,1,15
37249,1,37249-homo_full-pro-2,deliberative,homo_full,pro,full,2,17
37249,1,37249-homo_full-pro-3,deliberative,homo_full,pro,full,3,18
37249,1,37249-homo_info-pro-1,deliberative,homo_info,pro,info1,1,12
